"vaccine","age","sex","year","event_type","seriousness","count"
"DTaP","40-49 years","male",2015,"ER / office visit","non-serious",2
"DTaP","40-49 years","male",2016,"ER / office visit","non-serious",1
"DTaP","40-49 years","male",2016,"ER / office visit","serious",1
"DTaP","40-49 years","male",2016,"hospitalized","serious",1
"DTaP","40-49 years","male",2019,"office visit","non-serious",1
"DTaP","40-49 years","male",2020,"ER","serious",1
"DTaP","40-49 years","male",2020,"hospitalized","serious",1
"DTaP","40-49 years","male",2020,"office visit","serious",1
"DTaP","40-49 years","male",2020,"disability","serious",1
"DTaP","40-49 years","male",2021,"ER","non-serious",2
"DTaP","40-49 years","male",2021,"ER","serious",1
"DTaP","40-49 years","male",2021,"office visit","serious",1
"DTaP","40-49 years","male",2021,"disability","serious",1
"DTaP","40-49 years","male",2022,"life threatening","serious",1
"DTaP","40-49 years","male",2022,"office visit","serious",2
"DTaP","40-49 years","male",2022,"disability","serious",1
"DTaP","50-59 years","female",2000,"ER / office visit","non-serious",1
"DTaP","50-59 years","female",2001,"ER / office visit","non-serious",4
"DTaP","50-59 years","female",2006,"ER / office visit","non-serious",3
"DTaP","50-59 years","female",2007,"ER / office visit","non-serious",7
"DTaP","50-59 years","female",2007,"ER / office visit","serious",1
"DTaP","50-59 years","female",2007,"hospitalized","serious",1
"DTaP","50-59 years","female",2008,"ER / office visit","non-serious",3
"DTaP","50-59 years","female",2009,"ER / office visit","non-serious",5
"DTaP","50-59 years","female",2009,"life threatening","serious",1
"DTaP","50-59 years","female",2010,"ER / office visit","non-serious",4
"DTaP","50-59 years","female",2011,"ER / office visit","non-serious",3
"DTaP","50-59 years","female",2011,"ER / office visit","serious",1
"DTaP","50-59 years","female",2011,"hospitalized","serious",1
"DTaP","50-59 years","female",2011,"life threatening","serious",1
"DTaP","50-59 years","female",2012,"ER / office visit","non-serious",6
"DTaP","50-59 years","female",2013,"ER / office visit","non-serious",5
"DTaP","50-59 years","female",2014,"ER / office visit","non-serious",5
"DTaP","50-59 years","female",2015,"ER / office visit","non-serious",4
"DTaP","50-59 years","female",2016,"ER / office visit","non-serious",3
"DTaP","50-59 years","female",2017,"ER","serious",1
"DTaP","50-59 years","female",2017,"ER / office visit","non-serious",1
"DTaP","50-59 years","female",2017,"hospitalized","serious",1
"DTaP","50-59 years","female",2017,"life threatening","serious",1
"DTaP","50-59 years","female",2017,"office visit","serious",1
"DTaP","50-59 years","female",2018,"ER","non-serious",1
"DTaP","50-59 years","female",2018,"ER","serious",1
"DTaP","50-59 years","female",2018,"hospitalized","serious",1
"DTaP","50-59 years","female",2018,"office visit","non-serious",2
"DTaP","50-59 years","female",2018,"office visit","serious",1
"DTaP","50-59 years","female",2018,"disability","serious",1
"DTaP","50-59 years","female",2019,"death","serious",1
"DTaP","50-59 years","female",2019,"office visit","non-serious",3
"DTaP","50-59 years","female",2020,"office visit","non-serious",2
"DTaP","50-59 years","female",2021,"ER","non-serious",1
"DTaP","50-59 years","female",2021,"office visit","non-serious",3
"DTaP","50-59 years","female",2021,"disability","serious",1
"DTaP","50-59 years","female",2022,"office visit","non-serious",5
"DTaP","50-59 years","female",2022,"office visit","serious",1
"DTaP","50-59 years","female",2022,"disability","serious",1
"DTaP","50-59 years","male",1999,"ER / office visit","non-serious",1
"DTaP","50-59 years","male",2001,"ER / office visit","non-serious",1
"DTaP","50-59 years","male",2006,"ER / office visit","non-serious",3
"DTaP","50-59 years","male",2007,"ER / office visit","non-serious",1
"DTaP","50-59 years","male",2007,"hospitalized","serious",1
"DTaP","50-59 years","male",2008,"ER / office visit","serious",1
"DTaP","50-59 years","male",2008,"hospitalized","serious",1
"DTaP","50-59 years","male",2009,"ER / office visit","non-serious",1
"DTaP","50-59 years","male",2010,"ER / office visit","non-serious",1
"DTaP","50-59 years","male",2011,"ER / office visit","non-serious",1
"DTaP","50-59 years","male",2011,"ER / office visit","serious",2
"DTaP","50-59 years","male",2011,"hospitalized","serious",1
"DTaP","50-59 years","male",2011,"disability","serious",1
"DTaP","50-59 years","male",2012,"ER / office visit","non-serious",3
"DTaP","50-59 years","male",2012,"ER / office visit","serious",1
"DTaP","50-59 years","male",2012,"hospitalized","serious",1
"DTaP","50-59 years","male",2013,"ER / office visit","non-serious",2
"DTaP","50-59 years","male",2013,"hospitalized","serious",1
"DTaP","50-59 years","male",2015,"ER / office visit","non-serious",1
"DTaP","50-59 years","male",2015,"life threatening","serious",1
"DTaP","50-59 years","male",2016,"ER / office visit","non-serious",1
"DTaP","50-59 years","male",2017,"ER / office visit","non-serious",1
"DTaP","50-59 years","male",2018,"ER","non-serious",1
"DTaP","50-59 years","male",2019,"ER","non-serious",2
"DTaP","50-59 years","male",2019,"office visit","non-serious",1
"DTaP","50-59 years","male",2020,"office visit","non-serious",1
"DTaP","50-59 years","male",2021,"office visit","non-serious",1
"DTaP","60-64 years","female",2005,"hospitalized","serious",1
"DTaP","60-64 years","female",2006,"ER / office visit","non-serious",1
"DTaP","60-64 years","female",2007,"ER / office visit","non-serious",1
"DTaP","60-64 years","female",2009,"ER / office visit","non-serious",1
"DTaP","60-64 years","female",2009,"ER / office visit","serious",1
"DTaP","60-64 years","female",2009,"disability","serious",1
"DTaP","60-64 years","female",2010,"ER / office visit","non-serious",2
"DTaP","60-64 years","female",2012,"ER / office visit","non-serious",1
"DTaP","60-64 years","female",2013,"ER / office visit","non-serious",4
"DTaP","60-64 years","female",2014,"ER / office visit","non-serious",2
"DTaP","60-64 years","female",2015,"ER / office visit","non-serious",3
"DTaP","60-64 years","female",2015,"ER / office visit","serious",1
"DTaP","60-64 years","female",2015,"hospitalized","serious",1
"DTaP","60-64 years","female",2018,"office visit","non-serious",2
"DTaP","60-64 years","female",2019,"office visit","non-serious",1
"DTaP","60-64 years","female",2022,"ER","non-serious",1
"DTaP","60-64 years","female",2022,"ER","serious",1
"DTaP","60-64 years","female",2022,"hospitalized","serious",1
"DTaP","60-64 years","female",2022,"office visit","non-serious",2
"DTaP","60-64 years","female",2022,"office visit","serious",2
"DTaP","60-64 years","female",2022,"disability","serious",2
"DTaP","60-64 years","male",1999,"ER / office visit","non-serious",1
"DTaP","60-64 years","male",2002,"ER / office visit","non-serious",1
"DTaP","60-64 years","male",2008,"ER / office visit","non-serious",1
"DTaP","60-64 years","male",2009,"ER / office visit","non-serious",2
"DTaP","60-64 years","male",2010,"ER / office visit","non-serious",3
"DTaP","60-64 years","male",2012,"ER / office visit","non-serious",1
"DTaP","60-64 years","male",2015,"ER / office visit","non-serious",1
"DTaP","60-64 years","male",2016,"ER / office visit","non-serious",1
"DTaP","60-64 years","male",2017,"hospitalized","serious",1
"DTaP","60-64 years","male",2021,"office visit","non-serious",1
"DTaP","65-79 years","female",2007,"ER / office visit","non-serious",1
"DTaP","65-79 years","female",2008,"ER / office visit","non-serious",2
"DTaP","65-79 years","female",2010,"ER / office visit","non-serious",1
"DTaP","65-79 years","female",2011,"disability","serious",1
"DTaP","65-79 years","female",2012,"ER / office visit","non-serious",2
"DTaP","65-79 years","female",2013,"ER / office visit","non-serious",1
"DTaP","65-79 years","female",2013,"hospitalized","serious",1
"DTaP","65-79 years","female",2014,"ER / office visit","non-serious",1
"DTaP","65-79 years","female",2015,"ER / office visit","non-serious",2
"DTaP","65-79 years","female",2016,"ER / office visit","non-serious",1
"DTaP","65-79 years","female",2017,"ER / office visit","non-serious",3
"DTaP","65-79 years","female",2017,"office visit","non-serious",1
"DTaP","65-79 years","female",2018,"office visit","non-serious",1
"DTaP","65-79 years","female",2019,"ER","non-serious",1
"DTaP","65-79 years","female",2019,"office visit","non-serious",1
"DTaP","65-79 years","female",2020,"office visit","non-serious",2
"DTaP","65-79 years","female",2021,"ER","non-serious",1
"DTaP","65-79 years","female",2021,"ER","serious",1
"DTaP","65-79 years","female",2021,"office visit","non-serious",2
"DTaP","65-79 years","female",2021,"office visit","serious",1
"DTaP","65-79 years","female",2021,"disability","serious",1
"DTaP","65-79 years","female",2022,"office visit","non-serious",2
"DTaP","65-79 years","male",2008,"ER / office visit","non-serious",1
"DTaP","65-79 years","male",2012,"ER / office visit","non-serious",2
"DTaP","65-79 years","male",2013,"ER / office visit","non-serious",1
"DTaP","65-79 years","male",2014,"death","serious",1
"DTaP","65-79 years","male",2014,"ER / office visit","non-serious",1
"DTaP","65-79 years","male",2016,"ER / office visit","non-serious",2
"DTaP","65-79 years","male",2017,"ER / office visit","non-serious",1
"DTaP","65-79 years","male",2018,"office visit","serious",1
"DTaP","65-79 years","male",2018,"disability","serious",1
"DTaP","65-79 years","male",2021,"hospitalized","serious",1
"DTaP","65-79 years","male",2021,"office visit","non-serious",1
"DTaP","65-79 years","male",2022,"office visit","non-serious",2
"Hepatitis B","18-29 years","female",1990,"ER / office visit","non-serious",2
"Hepatitis B","18-29 years","female",1990,"hospitalized","serious",2
"Hepatitis B","18-29 years","female",1990,"disability","serious",1
"Hepatitis B","18-29 years","female",1991,"ER / office visit","non-serious",35
"Hepatitis B","18-29 years","female",1991,"ER / office visit","serious",2
"Hepatitis B","18-29 years","female",1991,"hospitalized","serious",8
"Hepatitis B","18-29 years","female",1991,"life threatening","serious",1
"Hepatitis B","18-29 years","female",1991,"disability","serious",5
"Hepatitis B","18-29 years","female",1992,"ER / office visit","non-serious",92
"Hepatitis B","18-29 years","female",1992,"ER / office visit","serious",25
"Hepatitis B","18-29 years","female",1992,"hospitalized","serious",22
"Hepatitis B","18-29 years","female",1992,"life threatening","serious",11
"Hepatitis B","18-29 years","female",1992,"disability","serious",6
"Hepatitis B","18-29 years","female",1993,"death","serious",2
"Hepatitis B","18-29 years","female",1993,"ER / office visit","non-serious",127
"Hepatitis B","18-29 years","female",1993,"ER / office visit","serious",7
"Hepatitis B","18-29 years","female",1993,"hospitalized","serious",10
"Hepatitis B","18-29 years","female",1993,"life threatening","serious",4
"Hepatitis B","18-29 years","female",1993,"disability","serious",3
"Hepatitis B","18-29 years","female",1994,"ER / office visit","non-serious",96
"Hepatitis B","18-29 years","female",1994,"ER / office visit","serious",12
"Hepatitis B","18-29 years","female",1994,"hospitalized","serious",10
"Hepatitis B","18-29 years","female",1994,"life threatening","serious",5
"Hepatitis B","18-29 years","female",1994,"disability","serious",2
"Hepatitis B","18-29 years","female",1995,"ER / office visit","non-serious",53
"Hepatitis B","18-29 years","female",1995,"ER / office visit","serious",8
"Hepatitis B","18-29 years","female",1995,"hospitalized","serious",6
"Hepatitis B","18-29 years","female",1995,"life threatening","serious",1
"Hepatitis B","18-29 years","female",1995,"disability","serious",5
"Hepatitis B","18-29 years","female",1996,"ER / office visit","non-serious",76
"Hepatitis B","18-29 years","female",1996,"ER / office visit","serious",8
"Hepatitis B","18-29 years","female",1996,"hospitalized","serious",7
"Hepatitis B","18-29 years","female",1996,"life threatening","serious",1
"Hepatitis B","18-29 years","female",1996,"disability","serious",3
"Hepatitis B","18-29 years","female",1997,"death","serious",2
"Hepatitis B","18-29 years","female",1997,"ER / office visit","non-serious",53
"Hepatitis B","18-29 years","female",1997,"ER / office visit","serious",6
"Hepatitis B","18-29 years","female",1997,"hospitalized","serious",8
"Hepatitis B","18-29 years","female",1997,"life threatening","serious",4
"Hepatitis B","18-29 years","female",1997,"disability","serious",3
"Hepatitis B","18-29 years","female",1998,"ER / office visit","non-serious",70
"Hepatitis B","18-29 years","female",1998,"ER / office visit","serious",6
"Hepatitis B","18-29 years","female",1998,"hospitalized","serious",7
"Hepatitis B","18-29 years","female",1998,"life threatening","serious",3
"Hepatitis B","18-29 years","female",1998,"disability","serious",6
